786_49602,"American Double / Imperial Pilsner"
28991_95250,"American Double / Imperial Pilsner"
22202_69030,"American Double / Imperial Pilsner"
741_62867,"/beer/profile/741/62867/"
684_134740,"American Double / Imperial Pilsner"
4146_59376,"American Double / Imperial Pilsner"
35_136641,"American Double / Imperial Pilsner"
15280_68877,"American Double / Imperial Pilsner"
741_126187,"/beer/profile/741/126187/"
1924_24807,"American Double / Imperial Pilsner"
132_45793,"American Double / Imperial Pilsner"
1141_19854,"American Double / Imperial Pilsner"
219_110547,"American Double / Imperial Pilsner"
1199_11757,"American Double / Imperial Stout"
1146_10672,"American Double / Imperial Stout"
3818_40058,"American Double / Imperial Stout"
220_20445,"American Double / Imperial Stout"
2372_21950,"American Double / Imperial Stout"
287_37265,"/beer/profile/287/37265/"
158_42723,"American Double / Imperial Stout"
1199_47658,"American Double / Imperial Stout"
22893_73618,"American Double / Imperial Stout"
3818_99558,"American Double / Imperial Stout"
13307_46987,"American Double / Imperial Stout"
423_56469,"American Double / Imperial Stout"
16866_53728,"American Double / Imperial Stout"
3818_49286,"American Double / Imperial Stout"
1146_67156,"American Double / Imperial Stout"
7753_64226,"American Double / Imperial Stout"
3818_21100,"American Double / Imperial Stout"
394_20539,"American Double / Imperial Stout"
beer_id,style
287_1093,"/beer/profile/287/1093/"
199_29619,"American IPA"
64_6108,"American IPA"
147_88,"American IPA"
140_30420,"American IPA"
140_1904,"American IPA"
220_916,"American IPA"
1199_5441,"American IPA"
610_2751,"American IPA"
345_1005,"American IPA"
17981_46363,"American IPA"
1199_58914,"American IPA"
2210_38180,"American IPA"
192_55081,"American IPA"
863_22790,"American IPA"
140_76816,"American IPA"
651_6076,"American IPA"
13014_28203,"American IPA"
64_3951,"American IPA"
141_16403,"American IPA"
610_3158,"American IPA"
1199_20478,"American IPA"
20681_68916,"American IPA"
158_11922,"American IPA"
199_709,"American IPA"
63_60330,"American IPA"
1416_73764,"American IPA"
140_6549,"American IPA"
35_95386,"American IPA"
35_57252,"American IPA"
19544_50564,"American IPA"
396_3916,"American IPA"
64_15758,"American IPA"
28_665,"American IPA"
2681_65347,"American IPA"
898_25755,"American IPA"
68_205,"American IPA"
18134_34688,"American IPA"
199_89174,"American IPA"
1471_5385,"American IPA"
193_611,"American IPA"
140_42533,"American IPA"
2372_53886,"American IPA"
147_111969,"American IPA"
30_2729,"American IPA"
273_1493,"American IPA"
3120_32286,"American IPA"
63_29209,"American IPA"
64_91677,"American IPA"
3120_27604,"American IPA"
beer_id,style
105_810,"American Malt Liquor"
257_718,"American Malt Liquor"
105_3350,"American Malt Liquor"
447_1334,"American Malt Liquor"
29_82948,"American Malt Liquor"
433_3829,"American Malt Liquor"
29_66,"American Malt Liquor"
29_91814,"American Malt Liquor"
29_25007,"American Malt Liquor"
29_2186,"American Malt Liquor"
29_73223,"American Malt Liquor"
105_809,"American Malt Liquor"
289_798,"American Malt Liquor"
106_3160,"American Malt Liquor"
29_110748,"American Malt Liquor"
105_4546,"American Malt Liquor"
302_63623,"American Malt Liquor"
3081_7357,"American Malt Liquor"
355_77013,"American Malt Liquor"
355_23940,"American Malt Liquor"
105_83745,"American Malt Liquor"
24964_669,"American Malt Liquor"
29_110749,"American Malt Liquor"
106_42303,"American Malt Liquor"
478_6158,"American Malt Liquor"
447_9317,"American Malt Liquor"
105_132379,"American Malt Liquor"
257_27218,"American Malt Liquor"
29_104856,"American Malt Liquor"
26946_74145,"American Malt Liquor"
106_3963,"American Malt Liquor"
881_34487,"American Malt Liquor"
447_4544,"American Malt Liquor"
1422_20705,"American Malt Liquor"
881_2789,"American Malt Liquor"
2650_30784,"American Malt Liquor"
5316_46635,"American Malt Liquor"
447_52945,"American Malt Liquor"
21678_54660,"American Malt Liquor"
447_1723,"American Malt Liquor"
881_9970,"American Malt Liquor"
782_7113,"/beer/profile/782/7113/"
